Movies	recommendation
Usual Suspects, The (1995) , 2001: A Space Odyssey (1968) , Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963) , Bridges of Madison County, The (1995)	"['Clockwork Orange, A (1971)', 'Taxi Driver (1976)', 'American History X (1998)', 'Saving Private Ryan (1998)', 'Kill Bill: Vol. 2 (2004)', ""Ocean's Eleven (2001)""]"
As Good As It Gets (1997) ,  Titanic (1997)	"[""'71 (2014)"", ""'Hellboy': The Seeds of Creation (2004)"", ""'Round Midnight (1986)"", ""'Salem's Lot (2004)"", ""'Til There Was You (1997)"", ""'Tis the Season for Love (2015)"", ""'burbs, The (1989)"", ""'night Mother (1986)""]"
Toy Story (1995) , Old Yeller (1957) , Secrets & Lies (1996) , L.A. Confidential (1997)	"['Trainspotting (1996)', ""Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)"", ""One Flew Over the Cuckoo's Nest (1975)"", 'Incredibles, The (2004)', 'Lord of the Rings: The Return of the King, The (2003)', 'Catch Me If You Can (2002)', ""Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001)"", 'Finding Nemo (2003)']"
That Thing You Do! (1996) , To Gillian on Her 37th Birthday (1996) , Truth About Cats & Dogs, The (1996) , Picture Perfect (1997)	['American Pie (1999)', 'Rock, The (1996)', 'Incredibles, The (2004)', 'WALL·E (2008)', 'Independence Day (a.k.a. ID4) (1996)', 'Waterworld (1995)', 'Sixth Sense, The (1999)']
Good Will Hunting (1997) ,  Titanic (1997)	['GoldenEye (1995)', 'Catch Me If You Can (2002)']
Great Escape, The (1963) ,  Sting, The (1973)	"[""Schindler's List (1993)"", 'Babe (1995)']"
Trainspotting (1996) ,  Brazil (1985)	['Twelve Monkeys (a.k.a. 12 Monkeys) (1995)', 'Departed, The (2006)']
Fargo (1996) , Cold Comfort Farm (1995) , Jerry Maguire (1996) , Infinity (1996)	"['Beauty and the Beast (1991)', 'Apocalypse Now (1979)', 'Incredibles, The (2004)', 'Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)', ""Ferris Bueller's Day Off (1986)"", ""Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001)""]"
Paris, Texas (1984) ,  Dead Man (1995)	['Die Hard (1988)', 'Alien (1979)']
Vegas Vacation (1997) ,  Game, The (1997)	"[""'71 (2014)"", ""'Hellboy': The Seeds of Creation (2004)"", ""'Round Midnight (1986)"", ""'Salem's Lot (2004)"", ""'Til There Was You (1997)"", ""'Tis the Season for Love (2015)"", ""'burbs, The (1989)"", ""'night Mother (1986)""]"
Brothers McMullen, The (1995) , Graduate, The (1967) , U Turn (1997) , Singin' in the Rain (1952)	"['Beautiful Mind, A (2001)', 'American History X (1998)', 'Aladdin (1992)', 'Outbreak (1995)', 'Jumanji (1995)', ""Ferris Bueller's Day Off (1986)"", 'Bourne Identity, The (2002)', 'Donnie Darko (2001)']"
L.A. Confidential (1997) , Tango Lesson, The (1997) , Kolya (1996) , Titanic (1997)	"[""One Flew Over the Cuckoo's Nest (1975)"", 'Dances with Wolves (1990)', 'Catch Me If You Can (2002)', 'Star Trek: Generations (1994)']"
Air Force One (1997) ,  George of the Jungle (1997)	['Net, The (1995)', 'Green Mile, The (1999)']
Big Lebowski, The (1998) ,  Full Monty, The (1997)	['Full Metal Jacket (1987)', 'Groundhog Day (1993)']
Maltese Falcon, The (1941) , Chinatown (1974) , Gone with the Wind (1939) , Annie Hall (1977)	['Pirates of the Caribbean: The Curse of the Black Pearl (2003)', 'Clueless (1995)', 'Inception (2010)', 'Saving Private Ryan (1998)', 'Jumanji (1995)', 'Monty Python and the Holy Grail (1975)', 'American Beauty (1999)', 'Dark Knight, The (2008)']
Mrs. Brown (Her Majesty, Mrs. Brown) (1997) ,  English Patient, The (1996)	"[""'71 (2014)"", ""'Hellboy': The Seeds of Creation (2004)"", ""'Round Midnight (1986)"", ""'Salem's Lot (2004)"", ""'Til There Was You (1997)"", ""'Tis the Season for Love (2015)"", ""'burbs, The (1989)"", ""'night Mother (1986)""]"
Rock, The (1996) , Return of the Jedi (1983) , Star Wars (1977) , Twister (1996)	['Outbreak (1995)', 'Independence Day (a.k.a. ID4) (1996)', 'Star Trek: Generations (1994)']
Phantoms (1998) ,  Telling Lies in America (1997)	"[""'71 (2014)"", ""'Hellboy': The Seeds of Creation (2004)"", ""'Round Midnight (1986)"", ""'Salem's Lot (2004)"", ""'Til There Was You (1997)"", ""'Tis the Season for Love (2015)"", ""'burbs, The (1989)"", ""'night Mother (1986)""]"
Return of the Jedi (1983) , Aliens (1986) , Highlander (1986) , Fugitive, The (1993)	['Mission: Impossible (1996)', 'Taxi Driver (1976)', 'Crimson Tide (1995)', 'Alien (1979)', 'Die Hard (1988)', 'Green Mile, The (1999)']
Forrest Gump (1994) , Jaws (1975) , E.T. the Extra-Terrestrial (1982) , Back to the Future (1985)	"['E.T. the Extra-Terrestrial (1982)', 'Willy Wonka & the Chocolate Factory (1971)', 'Aladdin (1992)', 'Jumanji (1995)', 'Aliens (1986)', ""Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)"", 'Good Will Hunting (1997)']"
Apocalypse Now (1979) , Bitter Moon (1992) , Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963) , Some Like It Hot (1959)	['Aladdin (1992)', 'Reservoir Dogs (1992)', 'Twelve Monkeys (a.k.a. 12 Monkeys) (1995)', 'Fargo (1996)', 'Incredibles, The (2004)', 'Clerks (1994)']
Toy Story (1995) , Men in Black (1997) , Lion King, The (1994) , Terminator 2: Judgment Day (1991)	['Trainspotting (1996)', 'Beautiful Mind, A (2001)', 'Aladdin (1992)', 'Incredibles, The (2004)', 'Terminator, The (1984)', 'Finding Nemo (2003)']
Wings of the Dove, The (1997) , Dead Man Walking (1995) , Ulee's Gold (1997) , L.A. Confidential (1997)	"['Willy Wonka & the Chocolate Factory (1971)', 'Cliffhanger (1993)', ""One Flew Over the Cuckoo's Nest (1975)"", 'Memento (2000)', 'Catch Me If You Can (2002)', 'Godfather, The (1972)', 'Monty Python and the Holy Grail (1975)', 'Sixth Sense, The (1999)']"
Liar Liar (1997) , Deceiver (1997) , Contact (1997) , Alien: Resurrection (1997)	"['American Pie (1999)', 'Heat (1995)', ""Ocean's Eleven (2001)"", 'Clear and Present Danger (1994)', 'Net, The (1995)']"
Like Water For Chocolate (Como agua para chocolate) (1992) , Gandhi (1982) , One Flew Over the Cuckoo's Nest (1975) , Rear Window (1954)	['Clockwork Orange, A (1971)', 'Beautiful Mind, A (2001)', 'Inception (2010)', 'Kill Bill: Vol. 2 (2004)', 'Interview with the Vampire: The Vampire Chronicles (1994)', 'Star Trek: Generations (1994)']
Dial M for Murder (1954) , High Noon (1952) , Raising Arizona (1987) , Breakfast at Tiffany's (1961)	['Mask, The (1994)', 'Crimson Tide (1995)', 'Aladdin (1992)', 'Fugitive, The (1993)', 'WALL·E (2008)', 'Departed, The (2006)', 'Net, The (1995)', 'Green Mile, The (1999)']
Star Trek: The Wrath of Khan (1982) , Amadeus (1984) , Raiders of the Lost Ark (1981) , Silence of the Lambs, The (1991)	"['Memento (2000)', 'Léon: The Professional (a.k.a. The Professional) (Léon) (1994)', ""Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)"", 'Aliens (1986)']"
Star Trek: First Contact (1996) , Mr. Holland's Opus (1995) , Mystery Science Theater 3000: The Movie (1996) , Saint, The (1997)	['Star Wars: Episode I - The Phantom Menace (1999)', 'Forrest Gump (1994)', 'GoldenEye (1995)', 'Spider-Man (2002)', 'Jumanji (1995)', 'Sleepless in Seattle (1993)', 'Men in Black (a.k.a. MIB) (1997)', 'Up (2009)']
Jerry Maguire (1996) ,  Tin Cup (1996)	"[""Ferris Bueller's Day Off (1986)"", 'Beauty and the Beast (1991)']"
Toy Story (1995) ,  Star Trek VI: The Undiscovered Country (1991)	['Incredibles, The (2004)', 'Finding Nemo (2003)']
Blade Runner (1982) , Notorious (1946) , World of Apu, The (Apur Sansar) (1959) , Rear Window (1954)	['Clockwork Orange, A (1971)', 'Beautiful Mind, A (2001)', 'Inception (2010)', 'Four Weddings and a Funeral (1994)', 'Stargate (1994)', 'Shining, The (1980)', 'Full Metal Jacket (1987)', 'Terminator, The (1984)']
Jurassic Park (1993) ,  Phenomenon (1996)	['Ghostbusters (a.k.a. Ghost Busters) (1984)', 'Outbreak (1995)']
Long Kiss Goodnight, The (1996) ,  Glory (1989)	['Beauty and the Beast (1991)', 'Clear and Present Danger (1994)']
Contact (1997) , Wizard of Oz, The (1939) , Star Wars (1977) , Monty Python's Life of Brian (1979)	['American Pie (1999)', 'Ghost (1990)', 'Clockwork Orange, A (1971)', 'Clear and Present Danger (1994)', 'Ghostbusters (a.k.a. Ghost Busters) (1984)', 'Green Mile, The (1999)']
Toy Story (1995) ,  Reservoir Dogs (1992)	['Incredibles, The (2004)', 'Finding Nemo (2003)']
Shawshank Redemption, The (1994) ,  Casablanca (1942) ,  M*A*S*H (1970)	"[""Schindler's List (1993)"", 'Four Weddings and a Funeral (1994)']"
Swingers (1996) ,  Big Night (1996)	['WALL·E (2008)', 'Crimson Tide (1995)']
English Patient, The (1996) ,  Titanic (1997)	['Ace Ventura: Pet Detective (1994)', 'Apocalypse Now (1979)']
Toy Story (1995) , Cats Don't Dance (1997) , Contact (1997) , Fargo (1996)	['American Pie (1999)', 'Willy Wonka & the Chocolate Factory (1971)', 'Aladdin (1992)', 'Apocalypse Now (1979)', 'Incredibles, The (2004)', 'Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)', 'Clear and Present Danger (1994)', 'Finding Nemo (2003)']
Good Will Hunting (1997) , I Know What You Did Last Summer (1997) , Braveheart (1995) , Air Force One (1997)	"['Mission: Impossible (1996)', 'GoldenEye (1995)', ""Ocean's Eleven (2001)"", 'Waterworld (1995)', 'Batman Begins (2005)', 'Catch Me If You Can (2002)', 'Net, The (1995)', 'Green Mile, The (1999)']"
Toy Story (1995) , Return of the Pink Panther, The (1974) , E.T. the Extra-Terrestrial (1982) , Indiana Jones and the Last Crusade (1989)	"['Willy Wonka & the Chocolate Factory (1971)', 'Indiana Jones and the Temple of Doom (1984)', 'Incredibles, The (2004)', 'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)', ""Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)"", 'Finding Nemo (2003)']"
Wedding Singer, The (1998)	['American Pie (1999)', 'Taxi Driver (1976)']
Blade Runner (1982) ,  Pulp Fiction (1994)	['Full Metal Jacket (1987)', 'Terminator, The (1984)']
Toy Story (1995) , Jerry Maguire (1996) , Star Wars (1977) , Beautiful Girls (1996)	"['Beauty and the Beast (1991)', 'Incredibles, The (2004)', ""Ferris Bueller's Day Off (1986)"", 'Monty Python and the Holy Grail (1975)', 'Finding Nemo (2003)']"
Star Wars (1977) , Austin Powers: International Man of Mystery (1997) , L.A. Confidential (1997) , Citizen Kane (1941)	"['Taxi Driver (1976)', ""One Flew Over the Cuckoo's Nest (1975)"", 'Lord of the Rings: The Two Towers, The (2002)', ""There's Something About Mary (1998)"", 'Catch Me If You Can (2002)', 'Monty Python and the Holy Grail (1975)']"
12 Angry Men (1957) ,  Terminator 2: Judgment Day (1991)	['Outbreak (1995)', 'Crimson Tide (1995)']
Donnie Brasco (1997) ,  Boogie Nights (1997)	['Eternal Sunshine of the Spotless Mind (2004)', 'Departed, The (2006)']
Lone Star (1996) , Manchurian Candidate, The (1962) , Close Shave, A (1995) , Chinatown (1974)	['Inception (2010)', 'Babe (1995)', 'Outbreak (1995)', 'Jumanji (1995)', 'Incredibles, The (2004)', 'Departed, The (2006)']
Strange Days (1995) , Carrie (1976) , Truth About Cats & Dogs, The (1996) , Shallow Grave (1994)	['American Pie (1999)', 'Aladdin (1992)', 'Reservoir Dogs (1992)', 'Outbreak (1995)', 'Full Metal Jacket (1987)', 'WALL·E (2008)', 'Titanic (1997)', 'Monsters, Inc. (2001)']
Toy Story (1995) ,  Kingpin (1996)	['Incredibles, The (2004)', 'Finding Nemo (2003)']
Shawshank Redemption, The (1994) , Manchurian Candidate, The (1962) , Month by the Lake, A (1995) , Wallace & Gromit: The Best of Aardman Animation (1996)	"[""Schindler's List (1993)"", 'Babe (1995)', 'Four Weddings and a Funeral (1994)', 'Departed, The (2006)', 'Up (2009)', 'Ghostbusters (a.k.a. Ghost Busters) (1984)']"
Raging Bull (1980) ,  Postino, Il (1994) ,  My Fair Lady (1964)	"[""One Flew Over the Cuckoo's Nest (1975)"", 'Willy Wonka & the Chocolate Factory (1971)']"
Toy Story (1995) , Secrets & Lies (1996) , Donnie Brasco (1997) , Crucible, The (1996)	"['Lord of the Rings: The Return of the King, The (2003)', 'Incredibles, The (2004)', 'Departed, The (2006)', 'Up (2009)', 'Eternal Sunshine of the Spotless Mind (2004)', ""Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001)"", 'Dark Knight, The (2008)', 'Finding Nemo (2003)']"
Lost Highway (1997) ,  Hoodlum (1997)	['Full Metal Jacket (1987)', 'Batman Forever (1995)']
Toy Story (1995) ,  Mr. Holland's Opus (1995)	['Incredibles, The (2004)', 'Finding Nemo (2003)']
Gattaca (1997) , Mrs. Brown (Her Majesty, Mrs. Brown) (1997) , Ice Storm, The (1997) , English Patient, The (1996)	"['Ace Ventura: Pet Detective (1994)', 'Outbreak (1995)', 'Apocalypse Now (1979)', ""There's Something About Mary (1998)"", 'Up (2009)', 'Monty Python and the Holy Grail (1975)']"
Private Parts (1997) ,  Wrong Trousers, The (1993)	['Goodfellas (1990)', 'Crimson Tide (1995)']
L.A. Confidential (1997) ,  Cop Land (1997)	"[""One Flew Over the Cuckoo's Nest (1975)"", 'Catch Me If You Can (2002)']"
Star Wars (1977) , First Wives Club, The (1996) , Mother (1996) , Independence Day (ID4) (1996)	['Kill Bill: Vol. 1 (2003)', 'American Beauty (1999)', 'Stargate (1994)', 'Mrs. Doubtfire (1993)']
Pollyanna (1960) , Man Without a Face, The (1993) , Cinderella (1950) , Alice in Wonderland (1951)	"[""Schindler's List (1993)"", 'Usual Suspects, The (1995)', 'Clueless (1995)', 'WALL·E (2008)', 'Harry Potter and the Chamber of Secrets (2002)', 'Big Lebowski, The (1998)', 'Dark Knight, The (2008)', 'Donnie Darko (2001)']"
Birdcage, The (1996) ,  Boot, Das (1981)	['Inception (2010)', 'Mrs. Doubtfire (1993)']
Contact (1997) ,  GoodFellas (1990) ,  Die Hard (1988)	['American Pie (1999)', 'Clear and Present Danger (1994)']
Face/Off (1997) ,  Chasing Amy (1997)	['Mask, The (1994)', 'Speed (1994)']
Star Wars (1977) , George of the Jungle (1997) , Mrs. Brown (Her Majesty, Mrs. Brown) (1997) , As Good As It Gets (1997)	['Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)', 'Star Trek: Generations (1994)']
Toy Story (1995) ,  Clerks (1994) ,  Apollo 13 (1995)	['Incredibles, The (2004)', 'Finding Nemo (2003)']
Kolya (1996) , English Patient, The (1996) , Lone Star (1996) , Star Wars (1977)	['Ace Ventura: Pet Detective (1994)', 'Outbreak (1995)', 'Incredibles, The (2004)', 'Apocalypse Now (1979)']
My Favorite Year (1982) , Blues Brothers, The (1980) , North by Northwest (1959) , Vertigo (1958)	"['Beautiful Mind, A (2001)', 'Outbreak (1995)', 'Memento (2000)', 'WALL·E (2008)', 'Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)', ""Ferris Bueller's Day Off (1986)"", 'Heat (1995)', 'Net, The (1995)']"
Tombstone (1993) ,  Highlander (1986)	['Dark Knight, The (2008)', 'Green Mile, The (1999)']
In & Out (1997) , Swingers (1996) , Chasing Amy (1997) , Beautiful Thing (1996)	"['Crimson Tide (1995)', ""One Flew Over the Cuckoo's Nest (1975)"", 'Outbreak (1995)', ""Ferris Bueller's Day Off (1986)"", 'WALL·E (2008)', 'Up (2009)', ""Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001)""]"
One Flew Over the Cuckoo's Nest (1975) ,  Contact (1997)	['Clockwork Orange, A (1971)', 'Interview with the Vampire: The Vampire Chronicles (1994)']
Four Weddings and a Funeral (1994) ,  Butch Cassidy and the Sundance Kid (1969) ,  Men in Black (1997)	['Clerks (1994)', 'Batman Begins (2005)']
City of Lost Children, The (1995) , Lost Highway (1997) , Big Night (1996) , Shining, The (1980)	['Batman Forever (1995)', 'Full Metal Jacket (1987)', 'Léon: The Professional (a.k.a. The Professional) (Léon) (1994)', 'Waterworld (1995)', 'Up (2009)', 'Dark Knight, The (2008)']
Liar Liar (1997) , Truth About Cats & Dogs, The (1996) , Full Monty, The (1997) , Stealing Beauty (1996)	"['American Pie (1999)', 'Apocalypse Now (1979)', 'WALL·E (2008)', 'Harry Potter and the Chamber of Secrets (2002)', 'Net, The (1995)', ""Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001)"", 'Dark Knight, The (2008)']"
Raiders of the Lost Ark (1981) ,  Sleepers (1996)	"[""'71 (2014)"", ""'Hellboy': The Seeds of Creation (2004)"", ""'Round Midnight (1986)"", ""'Salem's Lot (2004)"", ""'Til There Was You (1997)"", ""'Tis the Season for Love (2015)"", ""'burbs, The (1989)"", ""'night Mother (1986)""]"
Twister (1996) ,  Braveheart (1995)	['Outbreak (1995)', 'Independence Day (a.k.a. ID4) (1996)']
Titanic (1997) , Air Force One (1997) , Star Trek: First Contact (1996) , Con Air (1997)	['Firm, The (1993)', 'Star Trek: Generations (1994)', 'Dances with Wolves (1990)', 'Léon: The Professional (a.k.a. The Professional) (Léon) (1994)', 'Men in Black (a.k.a. MIB) (1997)', 'Up (2009)', 'Net, The (1995)', 'Green Mile, The (1999)']
Seven Years in Tibet (1997) , Full Monty, The (1997) , English Patient, The (1996) , Postman, The (1997)	['Batman Forever (1995)', 'Ace Ventura: Pet Detective (1994)', 'Stargate (1994)', 'Apocalypse Now (1979)', 'True Lies (1994)', 'Die Hard: With a Vengeance (1995)', 'Harry Potter and the Chamber of Secrets (2002)']
Butch Cassidy and the Sundance Kid (1969) ,  Babe (1995)	['American Pie (1999)', 'WALL·E (2008)']
Aliens (1986) , Batman (1989) , Speed (1994) , Die Hard 2 (1990)	['Trainspotting (1996)', 'Alien (1979)', 'Cliffhanger (1993)', 'Crimson Tide (1995)', 'Die Hard: With a Vengeance (1995)', 'Twister (1996)', 'WALL·E (2008)', 'Departed, The (2006)']
Alien (1979) , Bronx Tale, A (1993) , Great Escape, The (1963) , Dead Poets Society (1989)	"[""Schindler's List (1993)"", 'Willy Wonka & the Chocolate Factory (1971)', 'American History X (1998)', 'Babe (1995)', 'Full Metal Jacket (1987)', 'Catch Me If You Can (2002)', 'Aliens (1986)', 'Donnie Darko (2001)']"
Lost Highway (1997) ,  Everyone Says I Love You (1996)	['Full Metal Jacket (1987)', 'Batman Forever (1995)']
Scream (1996) ,  Truth About Cats & Dogs, The (1996)	['Outbreak (1995)', 'Interview with the Vampire: The Vampire Chronicles (1994)']
Empire Strikes Back, The (1980) ,  Substitute, The (1996)	"[""'71 (2014)"", ""'Hellboy': The Seeds of Creation (2004)"", ""'Round Midnight (1986)"", ""'Salem's Lot (2004)"", ""'Til There Was You (1997)"", ""'Tis the Season for Love (2015)"", ""'burbs, The (1989)"", ""'night Mother (1986)""]"
Star Wars (1977) , Willy Wonka and the Chocolate Factory (1971) , Braveheart (1995) , Godfather, The (1972)	"['Godfather: Part II, The (1974)', ""Schindler's List (1993)"", ""Ocean's Eleven (2001)"", 'Batman Begins (2005)']"
Searching for Bobby Fischer (1993) ,  Chasing Amy (1997) ,  Adventures of Priscilla, Queen of the Desert, The (1994)	['Lord of the Rings: The Two Towers, The (2002)', 'Incredibles, The (2004)']
Amadeus (1984) , Godfather, The (1972) , Forrest Gump (1994) , Field of Dreams (1989)	"[""Schindler's List (1993)"", 'Beautiful Mind, A (2001)', 'Godfather: Part II, The (1974)', 'Aladdin (1992)', 'Léon: The Professional (a.k.a. The Professional) (Léon) (1994)', 'Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)', ""Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)"", 'Good Will Hunting (1997)']"
Toy Story (1995) , Aliens (1986) , Bram Stoker's Dracula (1992) , Field of Dreams (1989)	['Alien (1979)', 'Crimson Tide (1995)', 'Beautiful Mind, A (2001)', 'Incredibles, The (2004)', 'Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)', 'Finding Nemo (2003)']
Toy Story (1995) , Under Siege (1992) , Star Trek IV: The Voyage Home (1986) , Star Trek III: The Search for Spock (1984)	['Truman Show, The (1998)', 'Firm, The (1993)', 'Incredibles, The (2004)', 'Waterworld (1995)', 'Up (2009)', 'Eternal Sunshine of the Spotless Mind (2004)', 'Net, The (1995)', 'Finding Nemo (2003)']
Psycho (1960) ,  Alien (1979) ,  Maltese Falcon, The (1941)	"[""One Flew Over the Cuckoo's Nest (1975)"", 'Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)']"
Blue in the Face (1995) ,  Mighty Aphrodite (1995) ,  Crossing Guard, The (1995)	['Shining, The (1980)', 'Good Will Hunting (1997)']
English Patient, The (1996) ,  Nell (1994)	['Ace Ventura: Pet Detective (1994)', 'Apocalypse Now (1979)']
Terminator, The (1984) ,  Chasing Amy (1997)	['Terminator 2: Judgment Day (1991)', 'Blade Runner (1982)']
Dragonheart (1996) ,  Secrets & Lies (1996)	['Bourne Identity, The (2002)', 'Shrek (2001)']
Monty Python and the Holy Grail (1974) ,  When Harry Met Sally... (1989)	"[""'71 (2014)"", ""'Hellboy': The Seeds of Creation (2004)"", ""'Round Midnight (1986)"", ""'Salem's Lot (2004)"", ""'Til There Was You (1997)"", ""'Tis the Season for Love (2015)"", ""'burbs, The (1989)"", ""'night Mother (1986)""]"
Dances with Wolves (1990) ,  Mr. Holland's Opus (1995) ,  Raiders of the Lost Ark (1981)	['Inception (2010)', 'Titanic (1997)']
As Good As It Gets (1997) ,  Good Will Hunting (1997)	"[""'71 (2014)"", ""'Hellboy': The Seeds of Creation (2004)"", ""'Round Midnight (1986)"", ""'Salem's Lot (2004)"", ""'Til There Was You (1997)"", ""'Tis the Season for Love (2015)"", ""'burbs, The (1989)"", ""'night Mother (1986)""]"
Ghost and the Darkness, The (1996) ,  Searching for Bobby Fischer (1993)	['Eternal Sunshine of the Spotless Mind (2004)', 'Batman Forever (1995)']
Amistad (1997) ,  Soul Food (1997)	['Outbreak (1995)', 'Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)']
Contact (1997) , Rainmaker, The (1997) , Return of the Jedi (1983) , Star Wars (1977)	['American Pie (1999)', 'Clear and Present Danger (1994)', 'Cliffhanger (1993)']
My Best Friend's Wedding (1997) , Seven (Se7en) (1995) , Good Will Hunting (1997) , Face/Off (1997)	['Speed (1994)', 'Truman Show, The (1998)', 'Mask, The (1994)', 'Batman Forever (1995)', 'GoldenEye (1995)', 'Catch Me If You Can (2002)']
Titanic (1997) , As Good As It Gets (1997) , Good Will Hunting (1997) , English Patient, The (1996)	['Ace Ventura: Pet Detective (1994)', 'GoldenEye (1995)', 'Dances with Wolves (1990)', 'Apocalypse Now (1979)', 'Catch Me If You Can (2002)', 'Star Trek: Generations (1994)']
Glory (1989) ,  Quiz Show (1994)	['Memento (2000)', 'Net, The (1995)']
Titanic (1997) , Air Force One (1997) , G.I. Jane (1997) , Rosewood (1997)	"['Star Trek: Generations (1994)', 'Dances with Wolves (1990)', 'Fargo (1996)', 'Waterworld (1995)', ""There's Something About Mary (1998)"", 'Monsters, Inc. (2001)', 'Net, The (1995)', 'Green Mile, The (1999)']"
Casino (1995) , Usual Suspects, The (1995) , Chasing Amy (1997) , Fargo (1996)	"['Crimson Tide (1995)', 'American History X (1998)', 'Saving Private Ryan (1998)', 'Apocalypse Now (1979)', ""Ocean's Eleven (2001)"", 'Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)', 'Up (2009)', 'Heat (1995)']"
Short Cuts (1993) ,  Piano, The (1993)	['Babe (1995)', 'Finding Nemo (2003)']
Blues Brothers, The (1980) , Monty Python and the Holy Grail (1974) , Young Frankenstein (1974) , Princess Bride, The (1987)	['Truman Show, The (1998)', 'Aladdin (1992)', 'Outbreak (1995)', 'Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)', 'Finding Nemo (2003)']
Casablanca (1942) , Shine (1996) , Big Night (1996) , Citizen Kane (1941)	"['Taxi Driver (1976)', 'Beautiful Mind, A (2001)', 'Cliffhanger (1993)', 'Lord of the Rings: The Two Towers, The (2002)', 'Up (2009)', ""Ferris Bueller's Day Off (1986)"", 'Dark Knight, The (2008)']"
Rock, The (1996) , Godfather, The (1972) , Last Man Standing (1996) , Boot, Das (1981)	"[""Schindler's List (1993)"", 'Pirates of the Caribbean: The Curse of the Black Pearl (2003)', 'Godfather: Part II, The (1974)', 'Shining, The (1980)', 'Independence Day (a.k.a. ID4) (1996)', 'Star Trek: Generations (1994)']"
Air Force One (1997) , Devil's Advocate, The (1997) , Titanic (1997) , Stranger in the House (1997)	['Matrix, The (1999)', 'Gladiator (2000)', 'Star Trek: Generations (1994)', 'Dances with Wolves (1990)', 'Net, The (1995)', 'Green Mile, The (1999)']
Toy Story (1995) ,  Dead Poets Society (1989)	['Incredibles, The (2004)', 'Finding Nemo (2003)']
Miracle on 34th Street (1994) , Sting, The (1973) , Maltese Falcon, The (1941) , North by Northwest (1959)	"['Mission: Impossible (1996)', 'Pirates of the Caribbean: The Curse of the Black Pearl (2003)', 'Saving Private Ryan (1998)', 'Shining, The (1980)', ""Ferris Bueller's Day Off (1986)"", 'Net, The (1995)', ""Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)""]"
Antonia's Line (1995) , Silence of the Lambs, The (1991) , Bound (1996) , Jerry Maguire (1996)	"['Beauty and the Beast (1991)', ""Ferris Bueller's Day Off (1986)"", 'Up (2009)', 'Memento (2000)', 'Aliens (1986)', 'Dark Knight, The (2008)']"
Jerry Maguire (1996) , Secrets & Lies (1996) , Kolya (1996) , Guantanamera (1994)	"[""Ferris Bueller's Day Off (1986)"", 'Beauty and the Beast (1991)', 'Lord of the Rings: The Return of the King, The (2003)', ""Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001)""]"
Toy Story (1995) , Psycho (1960) , Blade Runner (1982) , Aladdin (1992)	"['Toy Story (1995)', ""One Flew Over the Cuckoo's Nest (1975)"", 'Full Metal Jacket (1987)', 'Lion King, The (1994)', 'Incredibles, The (2004)', 'Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)', 'Terminator, The (1984)', 'Finding Nemo (2003)']"
Fly Away Home (1996) , Seven Years in Tibet (1997) , Picture Perfect (1997) , Jungle2Jungle (1997)	"['Trainspotting (1996)', 'Rock, The (1996)', 'Stargate (1994)', 'True Lies (1994)', 'Waterworld (1995)', ""Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)""]"
Short Cuts (1993) ,  Bridges of Madison County, The (1995)	['Babe (1995)', 'Finding Nemo (2003)']
Hamlet (1996) ,  Somewhere in Time (1980)	['Ace Ventura: Pet Detective (1994)', 'Titanic (1997)']
Local Hero (1983) , Raiders of the Lost Ark (1981) , Star Wars (1977) , Pulp Fiction (1994)	['Fight Club (1999)', 'Saving Private Ryan (1998)', 'Trainspotting (1996)', 'Kill Bill: Vol. 1 (2003)']
Singin' in the Rain (1952) ,  Four Weddings and a Funeral (1994)	['Beautiful Mind, A (2001)', 'Donnie Darko (2001)']
